,Probe,Af_out
69670,cg03445173,2
261376,cg14093127,2
276762,cg14883135,2
95330,cg04777474,2
147602,cg07569702,2
33455,cg01617117,2
423731,cg24104387,2
315979,cg17254807,2
475812,cg27280004,2
333007,cg18306226,2
197034,cg10357885,2
472173,cg27058832,2
48622,cg02380521,2
194540,cg10210728,2
443390,cg25326729,2
166435,cg08607280,2
255793,cg13825475,2
135207,cg06920399,2
124412,cg06362065,2
367035,cg20458223,2
357720,cg19853833,2
430102,cg24506862,2
329008,cg18074954,2
250735,cg13578932,2
16791,cg00794381,2
383155,cg21517610,2
137878,cg07058234,2
394413,cg22272218,2
130977,cg06718159,2
309410,cg16836675,2
153604,cg07900998,2
477889,cg27396192,2
329191,cg18085990,2
89933,cg04487202,2
247610,cg13435137,2
62327,cg03059535,2
231546,cg12434897,2
338412,cg18637718,2
346864,cg19192101,2
428624,cg24417155,2
65789,cg03243595,2
306632,cg16675926,2
22206,cg01053894,2
173873,cg09026994,2
115313,cg05850656,2
271831,cg14599729,2
263473,cg14195178,2
297089,cg16144436,2
278984,cg15018350,2
279181,cg15030378,2
57871,cg02848750,2
44803,cg02189800,2
157958,cg08136432,2
169541,cg08784311,2
61795,cg03035657,2
86552,cg04308346,2
162835,cg08403010,2
145339,cg07452659,2
22321,cg01058931,2
148043,cg07590294,2
126594,cg06487937,2
101521,cg05095057,2
22063,cg01047043,2
59336,cg02916932,2
37533,cg01828061,2
123954,cg06334689,2
66694,cg03294149,2
180565,cg09413252,2
117863,cg05977333,2
200059,cg10530344,2
196573,cg10329699,2
361184,cg20064325,2
3277,cg00146240,2
471471,cg27018984,2
34890,cg01701819,2
400124,cg22671798,2
27535,cg01317586,2
387736,cg21820923,2
437748,cg24961286,2
417918,cg23741255,2
415868,cg23627990,2
364836,cg20310749,2
454161,cg26023960,2
472131,cg27056740,2
71643,cg03542797,2
383585,cg21543270,2
20358,cg00968545,2
438035,cg24981833,2
472566,cg27082076,2
277689,cg14942536,2
39858,cg01943931,2
373765,cg20904336,2
354220,cg19653246,2
252793,cg13678371,2
434502,cg24766334,2
103327,cg05192657,2
250680,cg13576669,2
25940,cg01236325,2
285413,cg15436955,2
441178,cg25181490,2
216949,cg11559162,2
424172,cg24128998,2
284421,cg15374000,2
443611,cg25341738,2
34815,cg01697477,2
341507,cg18827503,2
308044,cg16750741,2
44646,cg02180853,2
63402,cg03119308,2
304264,cg16551468,2
319634,cg17472432,2
320683,cg17530337,2
412860,cg23432430,2
252431,cg13661350,2
302464,cg16449620,2
424289,cg24135151,2
390375,cg21998339,2
144952,cg07429710,2
180845,cg09429077,2
8390,cg00397179,2
168654,cg08729908,2
16396,cg00776174,2
329248,cg18088906,2
332829,cg18293441,2
289277,cg15669528,2
353197,cg19593016,2
425588,cg24214386,2
187781,cg09833720,2
349276,cg19354539,2
198542,cg10449041,2
394534,cg22280068,2
27671,cg01326421,2
149778,cg07689001,2
127767,cg06547849,2
249303,cg13512138,2
435292,cg24815505,2
137631,cg07046047,2
308930,cg16802892,2
281570,cg15170783,2
184188,cg09619347,2
231303,cg12421087,2
50792,cg02492279,2
236107,cg12711252,2
164982,cg08524179,2
303603,cg16518209,2
60546,cg02972640,2
306046,cg16645815,2
465767,cg26690318,2
254360,cg13754569,2
322150,cg17639894,2
146302,cg07501029,2
196314,cg10316617,2
284725,cg15392054,2
234071,cg12588699,2
98474,cg04934305,2
397449,cg22491976,2
311791,cg16999099,2
273206,cg14669863,2
406927,cg23073032,2
265370,cg14283099,2
17581,cg00833614,2
387190,cg21783387,2
288508,cg15624109,2
265337,cg14282087,2
15046,cg00711829,2
397284,cg22481673,2
42086,cg02053132,2
377029,cg21117207,2
189751,cg09944398,2
172631,cg08950364,2
327965,cg18014246,2
461743,cg26463496,2
220773,cg11786587,2
239833,cg12958312,2
370689,cg20695032,2
133854,cg06855422,2
264602,cg14245898,2
181641,cg09472430,2
236164,cg12715235,2
7731,cg00366190,2
233349,cg12543766,2
389545,cg21932484,2
438904,cg25029797,2
370243,cg20671675,2
241755,cg13085030,2
299969,cg16313758,2
466884,cg26764358,2
134633,cg06892796,2
26695,cg01277506,2
460252,cg26371554,2
434087,cg24739935,2
424250,cg24133207,2
283567,cg15314023,2
152310,cg07825433,2
421977,cg24002158,2
373628,cg20894569,2
152689,cg07846874,2
85659,cg04263740,2
168517,cg08722586,2
33280,cg01609218,2
248152,cg13459303,2
69852,cg03454541,2
395352,cg22340370,2
287602,cg15574437,2
258050,cg13936271,2
23989,cg01139493,2
294252,cg15974530,2
209539,cg11101142,2
161528,cg08324400,2
144678,cg07414487,2
172033,cg08916385,2
78313,cg03889700,2
207966,cg11002923,2
263020,cg14175932,2
97596,cg04890266,2
365893,cg20382790,2
30489,cg01465509,2
240807,cg13024511,2
240285,cg12989344,2
456475,cg26159922,2
325184,cg17839758,2
398707,cg22572873,2
163284,cg08431536,2
420956,cg23947654,2
215541,cg11464438,2
167944,cg08692111,2
58746,cg02890235,2
461462,cg26446043,2
337232,cg18561871,2
473400,cg27129744,2
338089,cg18614779,2
64928,cg03199239,2
270970,cg14558880,2
55110,cg02707162,2
327851,cg18008372,2
154413,cg07943111,2
263428,cg14192979,2
259385,cg14001750,2
209279,cg11083511,2
377442,cg21143224,2
309451,cg16841014,2
144819,cg07422408,2
124248,cg06352616,2
425319,cg24196017,2
442821,cg25291250,2
45117,cg02208504,2
31313,cg01512230,2
197632,cg10392721,2
200329,cg10544018,2
115705,cg05872255,2
413518,cg23476830,2
290528,cg15738421,2
116857,cg05929129,2
216698,cg11543944,2
344075,cg18997918,2
347458,cg19235645,2
150784,cg07741840,2
122527,cg06242417,2
146404,cg07506153,2
408510,cg23175573,2
258405,cg13953972,2
192415,cg10100585,2
103814,cg05219051,2
85514,cg04256864,2
94538,cg04735660,2
139941,cg07156839,2
220200,cg11750396,2
34316,cg01665243,2
478796,cg27452255,2
434099,cg24740515,2
268840,cg14460215,2
265071,cg14267811,2
259973,cg14026325,2
263354,cg14189786,2
346114,cg19135273,2
309277,cg16825014,2
354364,cg19663354,2
5572,cg00259849,2
416072,cg23638455,2
118909,cg06035200,2
47698,cg02335844,2
338240,cg18626958,2
91163,cg04552451,2
304105,cg16542356,2
308746,cg16792234,2
322863,cg17692429,2
190785,cg10009497,2
53835,cg02639601,2
254234,cg13748354,2
31925,cg01543583,2
77332,cg03836171,2
438337,cg25001544,2
34609,cg01684562,2
37198,cg01813280,2
125556,cg06426293,2
341341,cg18816122,2
441898,cg25224551,2
411440,cg23342323,2
322581,cg17670013,2
334671,cg18409782,2
289644,cg15690623,2
253902,cg13729210,2
448898,cg25673075,2
403995,cg22901919,2
428581,cg24414019,2
297330,cg16161415,2
274417,cg14746767,2
359762,cg19972272,2
98545,cg04937939,2
409080,cg23208443,2
149648,cg07681561,2
88497,cg04409618,2
226514,cg12109141,2
185809,cg09718708,2
297282,cg16156113,2
139386,cg07133434,2
320912,cg17547346,2
111259,cg05620036,2
96613,cg04843813,2
452979,cg25951177,2
9631,cg00456685,2
431558,cg24595745,2
118554,cg06013395,2
208886,cg11063088,2
315224,cg17205386,2
15654,cg00740510,2
230980,cg12401798,2
317700,cg17353680,2
364558,cg20292653,2
479245,cg27483217,2
203346,cg10724632,2
297094,cg16144799,2
209848,cg11121846,2
412821,cg23429966,2
275523,cg14812376,2
198648,cg10454864,2
113308,cg05734722,2
428797,cg24428372,2
263158,cg14181874,2
190286,cg09980686,2
116417,cg05906166,2
261603,cg14103263,2
401744,cg22772355,2
56818,cg02789965,2
150684,cg07736123,2
418662,cg23803868,2
106177,cg05341097,2
201321,cg10601372,2
348508,cg19300502,2
215701,cg11474878,2
36462,cg01781417,2
356684,cg19791271,2
210200,cg11144103,2
353143,cg19590707,2
413354,cg23466291,2
54792,cg02692511,2
126191,cg06464078,2
68511,cg03385530,2
50649,cg02486086,2
58688,cg02887697,2
137132,cg07018667,2
105982,cg05331636,2
254878,cg13782322,2
329027,cg18075847,2
188188,cg09856604,2
36091,cg01763947,2
97278,cg04875706,2
203615,cg10744079,2
100850,cg05057827,2
295620,cg16050723,2
298370,cg16222062,2
163220,cg08426940,2
91457,cg04566473,2
468937,cg26875813,2
380214,cg21301341,2
340633,cg18776460,2
157022,cg08091328,2
298288,cg16217368,2
397197,cg22475693,2
418211,cg23764766,2
233096,cg12526443,2
482130,cg27649396,2
404902,cg22958409,2
281809,cg15188398,2
262368,cg14144366,2
367503,cg20487710,2
294498,cg15988569,2
118938,cg06036563,2
22070,cg01047476,2
250578,cg13572069,2
461076,cg26422465,2
314885,cg17183232,2
429184,cg24451872,2
8865,cg00418943,2
212109,cg11251367,2
241520,cg13071508,2
232094,cg12466610,2
123696,cg06318809,2
264976,cg14263561,2
368394,cg20550012,2
69030,cg03411939,2
238545,cg12873447,2
39030,cg01905902,2
321086,cg17560472,2
375784,cg21032741,2
331371,cg18203203,2
55014,cg02702444,2
70897,cg03509899,2
202295,cg10658853,2
407401,cg23098789,2
185997,cg09730302,2
408687,cg23187802,2
399745,cg22645355,2
253905,cg13729510,2
411787,cg23361930,2
275727,cg14825858,2
207438,cg10975354,2
63328,cg03115532,2
394998,cg22316634,2
184033,cg09610891,2
464007,cg26589251,2
219723,cg11723923,2
320865,cg17544691,2
216140,cg11508056,2
279837,cg15068593,2
202343,cg10662047,2
115442,cg05858042,2
83847,cg04172497,2
309303,cg16827215,2
141778,cg07249343,2
177329,cg09233619,2
160398,cg08265933,2
468285,cg26839410,2
66733,cg03296304,2
390290,cg21991825,2
232220,cg12474705,2
482199,cg27654611,2
227388,cg12161132,2
1056,cg00042335,2
44982,cg02200491,2
61667,cg03029098,2
216303,cg11519836,2
424474,cg24144651,2
363251,cg20205188,2
132471,cg06791973,2
95155,cg04768939,2
401785,cg22775138,2
109728,cg05531409,2
350524,cg19430677,2
334062,cg18372739,2
448646,cg25654326,2
370288,cg20673830,2
96428,cg04835511,2
38648,cg01884549,2
246505,cg13380890,2
401371,cg22744587,2
144869,cg07425170,2
209124,cg11075353,2
467805,cg26815066,2
172101,cg08920458,2
90134,cg04497547,2
373425,cg20877587,2
7011,cg00332305,2
478681,cg27446005,2
242689,cg13150801,2
55619,cg02730678,2
303833,cg16528341,2
372752,cg20822693,2
25002,cg01188578,2
365183,cg20332088,2
91962,cg04590841,2
264619,cg14247180,2
230413,cg12363840,2
78472,cg03897406,2
109507,cg05519582,2
39009,cg01905056,2
227510,cg12167452,2
303126,cg16490805,2
46988,cg02301920,2
474973,cg27226511,2
284850,cg15398488,2
445417,cg25450321,2
47089,cg02305961,2
123311,cg06294321,2
182989,cg09551145,2
252802,cg13678787,2
409106,cg23209941,2
295800,cg16061436,2
39173,cg01912193,2
244024,cg13232075,2
297508,cg16171958,2
447605,cg25593194,2
175644,cg09134876,2
129412,cg06636289,2
61896,cg03040423,2
209314,cg11085602,2
178014,cg09267467,2
272109,cg14613402,2
132164,cg06776907,2
340302,cg18759595,2
296611,cg16114773,2
204003,cg10769535,2
364660,cg20299670,2
18157,cg00862398,2
3223,cg00143986,2
115353,cg05852625,2
253130,cg13692482,2
239228,cg12918464,2
239371,cg12928542,2
418919,cg23821074,2
381228,cg21386089,2
169473,cg08780711,2
417112,cg23692193,2
97366,cg04879861,2
150069,cg07703391,2
314458,cg17161180,2
312334,cg17031739,2
210923,cg11188103,2
364225,cg20270882,2
217558,cg11596043,2
22229,cg01055025,2
221848,cg11838876,2
463169,cg26543657,2
378758,cg21210232,2
355879,cg19748093,2
74119,cg03665853,2
194845,cg10228323,2
214873,cg11417323,2
104218,cg05238087,2
388332,cg21857822,2
181593,cg09469812,2
242674,cg13150171,2
397576,cg22499381,2
460728,cg26400546,2
226891,cg12130907,2
230727,cg12386614,2
316352,cg17279365,2
141154,cg07215199,2
158364,cg08158675,2
234715,cg12622653,2
451416,cg25839807,2
400967,cg22717235,2
139412,cg07134368,2
3894,cg00173776,2
297166,cg16148871,2
248385,cg13468797,2
37570,cg01829990,2
80158,cg03986665,2
435776,cg24846009,2
83498,cg04154653,2
349598,cg19373347,2
248508,cg13474262,2
202422,cg10666341,2
20376,cg00969251,2
189206,cg09912667,2
243666,cg13211008,2
99359,cg04982102,2
261793,cg14114910,2
103993,cg05227623,2
354348,cg19661940,2
6586,cg00313094,2
364928,cg20315538,2
16369,cg00774999,2
132377,cg06787637,2
113017,cg05718076,2
441912,cg25225521,2
262904,cg14170201,2
389355,cg21920560,2
203267,cg10719792,2
102252,cg05136329,2
131787,cg06758605,2
161947,cg08349931,2
376015,cg21046080,2
143902,cg07368937,2
73575,cg03638811,2
6932,cg00328921,2
365577,cg20360416,2
450525,cg25779349,2
35133,cg01713582,2
119988,cg06096427,2
144611,cg07409418,2
140633,cg07189582,2
462596,cg26513743,2
345622,cg19100881,2
318261,cg17388779,2
188393,cg09866143,2
149578,cg07676669,2
104553,cg05256041,2
222248,cg11857805,2
73477,cg03633114,2
138161,cg07071389,2
70132,cg03467235,2
326265,cg17905132,2
361755,cg20102086,2
81104,cg04033559,2
301601,cg16403360,2
190089,cg09969882,2
264787,cg14254918,2
405609,cg22999620,2
281249,cg15150396,2
281664,cg15176306,2
214094,cg11373742,2
407921,cg23137128,2
325937,cg17883371,2
55933,cg02745784,2
427867,cg24369233,2
329558,cg18105999,2
61495,cg03020379,2
433894,cg24728370,2
409314,cg23220814,2
105693,cg05314124,2
414757,cg23549617,2
395088,cg22323942,2
471444,cg27017357,2
300034,cg16316672,2
363837,cg20247934,2
372730,cg20821566,2
398650,cg22567629,2
54257,cg02661110,2
438326,cg25000623,2
415965,cg23633026,2
242886,cg13164195,2
76144,cg03768796,2
402416,cg22809682,2
407667,cg23117085,2
207869,cg10996732,2
167386,cg08658497,2
459370,cg26327274,2
220346,cg11757444,2
4640,cg00215744,2
116764,cg05924729,2
19809,cg00942241,2
135595,cg06941159,2
190592,cg09998278,2
174483,cg09064482,2
308852,cg16797735,2
398080,cg22529990,2
89795,cg04480376,2
134239,cg06873567,2
406449,cg23047825,2
242397,cg13131753,2
93158,cg04659071,2
227218,cg12151888,2
307247,cg16706502,2
119114,cg06047189,2
251632,cg13620691,2
308734,cg16791832,2
97792,cg04899925,2
118125,cg05990366,2
138,cg00005541,2
405498,cg22993527,2
441813,cg25220063,2
162424,cg08377331,2
390131,cg21974656,2
278020,cg14964115,2
386122,cg21705961,2
261208,cg14085527,2
76407,cg03782381,2
433219,cg24693225,2
19591,cg00932104,2
160450,cg08268047,2
53749,cg02636057,2
225908,cg12075849,2
460035,cg26360612,2
63227,cg03109913,2
350197,cg19409679,2
117842,cg05976623,2
262506,cg14151795,2
323468,cg17736285,2
107680,cg05412957,2
320531,cg17522207,2
206200,cg10898776,2
209131,cg11075570,2
63861,cg03143591,2
283513,cg15309879,2
341480,cg18825597,2
45775,cg02243665,2
411545,cg23347678,2
39297,cg01919374,2
216401,cg11525047,2
380106,cg21293242,2
290138,cg15717617,2
427589,cg24352561,2
180737,cg09422696,2
297852,cg16191297,2
81024,cg04028540,2
27479,cg01314306,2
135972,cg06959773,2
290929,cg15768613,2
198630,cg10454121,2
163765,cg08458132,2
475891,cg27286614,2
331745,cg18228076,2
33130,cg01601712,2
327534,cg17986880,2
191673,cg10062049,2
24440,cg01160695,2
81161,cg04036827,2
435053,cg24800326,2
303330,cg16503624,2
200765,cg10573751,2
208771,cg11055858,2
178593,cg09301498,2
305561,cg16618979,2
129449,cg06638113,2
456339,cg26153182,2
219795,cg11727304,2
358991,cg19925597,2
227539,cg12169700,2
325439,cg17854284,2
87495,cg04356362,2
467008,cg26772784,2
426640,cg24298103,2
143722,cg07357398,2
137737,cg07051373,2
113510,cg05748666,2
62807,cg03084923,2
94336,cg04724646,2
3510,cg00156497,2
303653,cg16520312,2
121263,cg06173579,2
426574,cg24293614,2
230301,cg12355677,2
215142,cg11434527,2
200422,cg10549338,2
51934,cg02550738,2
241485,cg13069322,2
465769,cg26690407,2
435269,cg24813562,2
250198,cg13555354,2
391054,cg22042060,2
293252,cg15909443,2
159867,cg08238319,2
207770,cg10991855,2
181762,cg09478603,2
146539,cg07513392,2
220867,cg11791078,2
68046,cg03358735,2
188087,cg09851765,2
259281,cg13996562,2
296267,cg16094442,2
475343,cg27251155,2
435069,cg24801230,2
76641,cg03796003,2
84134,cg04188238,2
182846,cg09543427,2
77917,cg03868251,2
17833,cg00846647,2
425304,cg24194775,2
413381,cg23468456,2
217447,cg11589699,2
261343,cg14091595,2
276009,cg14840439,2
42967,cg02092276,2
159528,cg08219923,2
266880,cg14359061,2
100994,cg05063690,2
257848,cg13927669,2
144173,cg07382752,2
68701,cg03395191,2
267908,cg14412792,2
250116,cg13552201,2
398827,cg22582364,2
245122,cg13301327,2
380506,cg21327887,2
452243,cg25906976,2
261561,cg14101638,2
68757,cg03398919,2
19667,cg00935895,2
447506,cg25587481,2
194197,cg10194791,2
479885,cg27519236,2
437033,cg24917131,2
91353,cg04561224,2
404344,cg22925888,2
410005,cg23254650,2
245029,cg13296568,2
42215,cg02058949,2
205527,cg10855427,2
405136,cg22972806,2
464941,cg26650827,2
126091,cg06458771,2
6989,cg00331257,2
11506,cg00541803,2
14478,cg00686453,2
433297,cg24697433,2
411882,cg23368162,2
320770,cg17536720,2
323367,cg17729655,2
453722,cg25998181,2
95892,cg04804643,2
260445,cg14047561,2
459,cg00019085,2
367955,cg20518994,2
349507,cg19367859,2
268626,cg14448393,2
329301,cg18091165,2
14561,cg00689685,2
272965,cg14656774,2
343687,cg18969004,2
343648,cg18965930,2
338203,cg18624102,2
250836,cg13582692,2
177853,cg09259062,2
226553,cg12111149,2
220478,cg11768071,2
104451,cg05249988,2
49157,cg02403349,2
346726,cg19182633,2
114444,cg05798641,2
162613,cg08388939,2
348676,cg19310303,2
129869,cg06657028,2
422305,cg24021800,2
405137,cg22972841,2
145922,cg07480090,2
9456,cg00448895,2
60231,cg02957632,2
72533,cg03585888,2
153699,cg07906263,2
18523,cg00879218,2
391822,cg22095584,2
19265,cg00916439,2
262108,cg14130272,2
112485,cg05687091,2
106728,cg05366160,2
415319,cg23595396,2
83325,cg04145681,2
323926,cg17763566,2
347963,cg19262972,2
41944,cg02046725,2
480998,cg27581592,2
454930,cg26074202,2
293672,cg15935070,2
1733,cg00074471,2
173905,cg09028985,2
464182,cg26603910,2
338421,cg18638251,2
141005,cg07208425,2
444446,cg25388952,2
447283,cg25574548,2
386086,cg21702934,2
283780,cg15327477,2
372333,cg20795417,2
264592,cg14245347,2
361936,cg20114890,2
242226,cg13117582,2
169440,cg08778119,2
61054,cg02996397,2
125351,cg06414921,2
157769,cg08128486,2
353136,cg19590511,2
279769,cg15065591,2
291186,cg15784635,2
400115,cg22671410,2
238820,cg12892303,2
479535,cg27500337,2
185148,cg09675820,2
318687,cg17416722,2
196199,cg10310917,2
75158,cg03720572,2
217718,cg11606607,2
310308,cg16899306,2
442701,cg25283336,2
390972,cg22037249,2
292560,cg15866928,2
126533,cg06484169,2
471686,cg27031254,2
401038,cg22721256,2
462546,cg26510738,2
418999,cg23827950,2
17160,cg00812735,2
124771,cg06379589,2
209747,cg11115976,2
91324,cg04559908,2
90956,cg04541421,2
34440,cg01674119,2
435390,cg24823979,2
125639,cg06432309,2
174631,cg09073348,2
173236,cg08987645,2
356263,cg19767959,2
128521,cg06591447,2
101181,cg05074385,2
134465,cg06884718,2
62385,cg03062760,2
467061,cg26776784,2
235528,cg12669314,2
153647,cg07903626,2
368585,cg20561938,2
13402,cg00630399,2
467616,cg26805113,2
480381,cg27547132,2
413765,cg23491756,2
279934,cg15074838,2
300436,cg16337831,2
353041,cg19585676,2
46151,cg02262167,2
65265,cg03216697,2
291628,cg15815970,2
214607,cg11403739,2
90056,cg04493778,2
481966,cg27639199,2
186879,cg09785377,2
422128,cg24009529,2
208569,cg11039913,2
243569,cg13206220,2
52465,cg02577368,2
106298,cg05346947,2
391839,cg22097505,2
92619,cg04627110,2
400452,cg22688471,2
345068,cg19059839,2
480594,cg27559184,2
283678,cg15321244,2
408903,cg23200572,2
14830,cg00701530,2
40677,cg01982166,2
409953,cg23252259,2
331994,cg18240727,2
352311,cg19539462,2
327115,cg17961273,2
337474,cg18576044,2
463422,cg26556020,2
113549,cg05751055,2
118226,cg05995528,2
411288,cg23333490,2
66264,cg03270204,2
307276,cg16707952,2
19748,cg00939438,2
404848,cg22955899,2
336795,cg18533431,2
461952,cg26473728,2
159003,cg08193333,2
436048,cg24860938,2
261621,cg14104700,2
260387,cg14044669,2
334891,cg18423626,2
258944,cg13981043,2
282795,cg15253906,2
81355,cg04049719,2
57312,cg02818451,2
107283,cg05391255,2
443946,cg25360518,2
472714,cg27090284,2
225336,cg12046288,2
435617,cg24836826,2
175452,cg09124453,2
465739,cg26689038,2
146241,cg07497663,2
423636,cg24098252,2
313970,cg17132902,2
366410,cg20417506,2
19410,cg00923678,2
232528,cg12491839,2
441807,cg25219495,2
84935,cg04227238,2
385899,cg21687840,2
117795,cg05973866,2
23681,cg01122627,2
462630,cg26515689,2
289463,cg15680603,2
2842,cg00123214,2
237663,cg12812834,2
273321,cg14677703,2
59125,cg02907150,2
283847,cg15332132,2
163805,cg08460078,2
255290,cg13800652,2
226867,cg12129080,2
68891,cg03403996,2
61251,cg03005362,2
180060,cg09382842,2
278177,cg14972843,2
24011,cg01140143,2
207860,cg10996327,2
340004,cg18741404,2
162355,cg08373023,2
420360,cg23913465,2
341774,cg18845053,2
338388,cg18636003,2
141412,cg07228702,2
310574,cg16912848,2
168306,cg08710841,2
356961,cg19809077,2
292643,cg15872922,2
404982,cg22962698,2
284782,cg15393936,2
400850,cg22710156,2
462945,cg26531805,2
281947,cg15198148,2
1299,cg00054409,2
157815,cg08130307,2
416444,cg23658503,2
83923,cg04176169,2
176443,cg09177461,2
233423,cg12548348,2
471393,cg27014438,2
353035,cg19585412,2
159046,cg08195484,2
113567,cg05752349,2
99133,cg04970287,2
193258,cg10144598,2
179310,cg09339089,2
149378,cg07665217,2
279905,cg15073112,2
220251,cg11753155,2
67801,cg03347207,2
367417,cg20481824,2
416879,cg23681001,2
155108,cg07981266,2
421956,cg24001314,2
31198,cg01505556,2
230756,cg12388679,2
292025,cg15835500,2
418349,cg23779220,2
362022,cg20119745,2
7745,cg00366603,2
401071,cg22723876,2
212380,cg11268327,2
33108,cg01600516,2
423712,cg24102817,2
369447,cg20621945,2
294834,cg16004593,2
217886,cg11616547,2
331768,cg18229384,2
449585,cg25721950,2
289056,cg15654485,2
125512,cg06423300,2
366330,cg20412244,2
306236,cg16655343,2
330080,cg18131052,2
339319,cg18699287,2
346685,cg19179910,2
208164,cg11015768,2
357884,cg19861833,2
88107,cg04390683,2
327472,cg17982178,2
126897,cg06503981,2
279506,cg15049549,2
318206,cg17385727,2
186131,cg09737870,2
213438,cg11334097,2
411252,cg23331433,2
72213,cg03570263,2
466540,cg26739327,2
250327,cg13561028,2
407177,cg23087944,2
460114,cg26364182,2
328311,cg18032705,2
122961,cg06271046,2
198057,cg10421595,2
396878,cg22451923,2
21854,cg01036806,2
227275,cg12155450,2
178712,cg09307883,2
164695,cg08506353,2
347467,cg19236328,2
109948,cg05546241,2
359371,cg19946956,2
189863,cg09953425,2
114424,cg05797952,2
363779,cg20243460,2
360955,cg20049663,2
242929,cg13167158,2
215195,cg11438011,2
158464,cg08162948,2
471870,cg27042959,2
396601,cg22431861,2
246246,cg13367563,2
329239,cg18088486,2
345885,cg19117063,2
405432,cg22989813,2
45846,cg02246922,2
168468,cg08719551,2
390768,cg22025250,2
125513,cg06423354,2
400028,cg22664298,2
198014,cg10419342,2
109102,cg05499178,2
407832,cg23128510,2
74921,cg03709428,2
145942,cg07480955,2
233388,cg12546355,2
372830,cg20826888,2
467628,cg26805579,2
384530,cg21598044,2
267268,cg14379854,2
45495,cg02228913,2
172895,cg08967584,2
273660,cg14698961,2
434281,cg24751894,2
153581,cg07899532,2
281472,cg15164826,2
339311,cg18698799,2
64725,cg03187614,2
319087,cg17441804,2
432262,cg24640156,2
440769,cg25149637,2
65573,cg03231275,2
346664,cg19178509,2
436949,cg24911364,2
69434,cg03434432,2
16641,cg00787996,2
478037,cg27406070,2
145320,cg07451762,2
175930,cg09149980,2
101800,cg05111645,2
3342,cg00149061,2
68652,cg03392753,2
312621,cg17048834,2
65371,cg03221390,2
123659,cg06316104,2
386177,cg21712119,2
9223,cg00436435,2
227554,cg12170654,2
361344,cg20073472,2
436198,cg24868167,2
373521,cg20886791,2
294239,cg15973594,2
79055,cg03930097,2
70973,cg03513066,2
219692,cg11722179,2
456979,cg26188632,2
287633,cg15575880,2
373798,cg20907136,2
475211,cg27241909,2
303193,cg16494625,2
276552,cg14870156,2
263084,cg14178705,2
145964,cg07482223,2
348971,cg19331040,2
313902,cg17129519,2
335949,cg18481355,2
448386,cg25637655,2
147952,cg07586799,2
370530,cg20686207,2
187508,cg09819798,2
205511,cg10854295,2
303394,cg16507569,2
244249,cg13246802,2
123302,cg06293782,2
348840,cg19321263,2
182308,cg09510698,2
399944,cg22659230,2
399160,cg22607266,2
290613,cg15744124,2
27948,cg01341801,2
416539,cg23663942,2
375528,cg21013323,2
475981,cg27292220,2
220931,cg11794033,2
294926,cg16009481,2
388591,cg21874202,2
61806,cg03036047,2
399967,cg22660341,2
111242,cg05619024,2
293841,cg15947697,2
94924,cg04754776,2
441364,cg25193571,2
278213,cg14975154,2
379375,cg21241195,2
247305,cg13421759,2
265768,cg14302130,2
176603,cg09186268,2
182722,cg09535768,2
44241,cg02157827,2
448500,cg25644740,2
82074,cg04087449,2
31525,cg01521131,2
171407,cg08882389,2
295520,cg16045677,2
156738,cg08076115,2
484955,ch.7.102590751F,2
482091,cg27647152,2
326599,cg17929630,2
40852,cg01991743,2
278870,cg15011943,2
428897,cg24433844,2
212888,cg11300810,2
189001,cg09900440,2
375663,cg21026120,2
113365,cg05738749,2
146386,cg07505391,2
72787,cg03598801,2
415577,cg23611220,2
56921,cg02795870,2
472629,cg27086554,2
450886,cg25804251,2
364476,cg20287221,2
141147,cg07214724,2
283643,cg15319255,2
337422,cg18572898,2
44716,cg02184540,2
444970,cg25421569,2
315451,cg17217478,2
337609,cg18584440,2
27593,cg01321872,2
209508,cg11100081,2
332498,cg18271969,2
426443,cg24283019,2
27746,cg01330831,2
425635,cg24217789,2
375891,cg21039495,2
374151,cg20932426,2
290439,cg15733266,2
418191,cg23762722,2
412035,cg23376846,2
278348,cg14983466,2
61306,cg03009030,2
374998,cg20981163,2
123358,cg06296184,2
89428,cg04460093,2
328832,cg18064475,2
282794,cg15253861,2
8599,cg00406542,2
319005,cg17435445,2
411455,cg23343131,2
278912,cg15014361,2
200023,cg10528537,2
317672,cg17351927,2
409627,cg23237314,2
43955,cg02145102,2
201847,cg10632093,2
258634,cg13966843,2
420703,cg23932846,2
166965,cg08635376,2
247583,cg13434263,2
334913,cg18424635,2
207633,cg10985055,2
80563,cg04006010,2
67054,cg03312406,2
242977,cg13169479,2
475188,cg27239920,2
275886,cg14834300,2
294348,cg15979214,2
475055,cg27230769,2
460594,cg26393016,2
7555,cg00356815,2
119413,cg06064861,2
374779,cg20969722,2
16553,cg00783363,2
402428,cg22810163,2
44715,cg02184535,2
349213,cg19350511,2
382438,cg21474384,2
15679,cg00741675,2
350175,cg19408572,2
291723,cg15820961,2
406779,cg23064157,2
384682,cg21606928,2
303078,cg16488382,2
116030,cg05887630,2
225524,cg12057156,2
357339,cg19828846,2
287948,cg15594605,2
27887,cg01338296,2
438432,cg25006721,2
405864,cg23015118,2
297200,cg16150446,2
471662,cg27029238,2
443211,cg25316193,2
226131,cg12086421,2
212021,cg11246563,2
313633,cg17111780,2
468175,cg26833449,2
168404,cg08715877,2
164092,cg08473240,2
239645,cg12945054,2
290249,cg15723250,2
41095,cg02004401,2
